timestamp,v_id,x,y,speed_kmh,throttle,brake,steer,collision
0.5,128,-32.11,-39.55,18.81,0.0,0.109,0.092,0
0.5,129,-24.36,-40.4,18.01,0.037,0.0,0.211,0
0.5,130,-38.12,-37.49,18.44,0.0,0.3,0.008,0
0.5,131,-55.04,-31.03,12.48,0.0,0.3,-0.001,0
0.5,132,-9.36,-32.62,22.99,0.474,0.0,-0.096,0
0.5,133,-22.52,-54.47,30.74,0.75,0.0,0.588,0
0.5,134,-42.93,-103.19,33.44,0.75,0.0,0.005,0
1.0,128,-29.51,-40.06,18.34,0.326,0.0,0.086,0
1.0,129,-21.87,-39.8,17.67,0.342,0.0,0.162,0
1.0,130,-35.7,-38.36,17.68,0.332,0.0,0.04,0
1.0,131,-53.53,-31.6,10.53,0.279,0.0,-0.0,0
1.0,132,-11.01,-35.44,23.19,0.222,0.0,-0.149,0
1.0,133,-23.33,-49.86,34.61,0.75,0.0,0.537,0
1.0,134,-40.57,-98.88,35.27,0.75,0.0,0.008,0
1.5,128,-26.96,-40.29,18.36,0.297,0.0,0.168,0
1.5,129,-19.62,-38.79,17.77,0.243,0.0,0.216,0
1.5,130,-33.35,-39.12,17.77,0.237,0.0,0.054,0
1.5,131,-52.15,-32.13,10.64,0.16,0.0,0.0,0
1.5,132,-12.99,-37.97,23.11,0.296,0.0,-0.138,0
1.5,133,-25.66,-46.08,29.83,0.0,0.7,-0.8,0
1.5,134,-38.26,-94.5,35.64,0.0,0.7,0.006,0
2.0,128,-24.42,-40.17,18.44,0.218,0.0,0.159,0
2.0,129,-17.6,-37.4,17.77,0.237,0.0,0.172,0
2.0,130,-30.97,-39.74,17.75,0.252,0.0,0.062,0
2.0,131,-50.77,-32.66,10.64,0.166,0.0,0.0,0
2.0,132,-15.32,-40.16,23.11,0.298,0.0,-0.22,0
2.0,133,-29.65,-43.49,34.45,0.75,0.0,0.069,0
2.0,134,-36.04,-90.09,35.6,0.415,0.0,0.012,0
2.51,128,-21.92,-39.63,18.31,0.346,0.0,0.24,0
2.51,129,-15.81,-35.7,17.71,0.298,0.0,0.201,0
2.51,130,-28.53,-40.15,17.74,0.271,0.0,0.132,0
2.51,131,-49.38,-33.19,10.64,0.165,0.0,0.0,0
2.51,132,-18.02,-41.89,23.1,0.307,0.0,-0.187,0
2.51,133,-34.0,-42.06,36.68,0.75,0.0,0.025,0
2.51,134,-33.93,-85.59,35.6,0.414,0.0,0.02,0
3.01,128,-19.58,-38.63,18.45,0.206,0.0,0.196,0
3.01,129,-14.31,-33.75,17.78,0.225,0.0,0.152,0
3.01,130,-26.06,-40.28,17.78,0.227,0.0,0.131,0
3.01,131,-48.0,-33.72,10.64,0.165,0.0,0.0,0
3.01,132,-21.01,-43.06,23.11,0.29,0.0,-0.222,0
3.01,133,-38.37,-40.64,29.43,0.181,0.0,0.022,0
3.01,134,-31.96,-81.05,35.6,0.0,0.7,0.009,0
3.51,128,-17.46,-37.2,18.33,0.331,0.0,0.234,0
3.51,129,-13.04,-31.63,17.75,0.252,0.0,0.107,0
3.51,130,-23.61,-40.05,17.69,0.323,0.0,0.22,0
3.51,131,-46.62,-34.25,10.64,0.165,0.0,0.0,0
3.51,132,-24.16,-43.64,23.12,0.284,0.0,-0.156,0
3.51,134,-30.09,-76.47,35.6,0.409,0.0,0.006,0
4.01,128,-15.63,-35.42,18.43,0.22,0.0,0.175,0
4.01,129,-11.97,-29.41,17.75,0.254,0.0,0.084,0
4.01,130,-21.24,-39.4,17.8,0.204,0.0,0.193,0
4.01,131,-45.23,-34.78,10.64,0.165,0.0,0.0,0
4.01,132,-27.37,-43.68,23.07,0.332,0.0,-0.154,0
4.01,134,-28.25,-71.86,35.6,0.413,0.0,0.004,0
4.51,128,-14.1,-33.39,18.39,0.266,0.0,0.128,0
