timestamp,v_id,x,y,speed_kmh,throttle,brake,steer,collision
0.5,314,2.79,81.05,0.05,0.0,0.0,0.0,0
0.5,315,46.14,31.08,9.94,0.85,0.0,-0.001,0
0.5,316,5.91,33.54,9.94,0.85,0.0,0.0,0
0.5,317,53.02,24.02,9.94,0.85,0.0,0.0,0
0.5,318,59.86,16.98,9.94,0.85,0.0,-0.0,0
0.5,319,11.3,38.74,9.94,0.85,0.0,-0.019,0
0.5,320,21.74,48.6,9.94,0.85,0.0,0.013,0
0.5,321,15.85,67.13,9.93,0.85,0.0,-0.045,0
0.5,322,9.09,74.46,9.94,0.85,0.0,0.005,0
0.5,323,-5.62,89.8,9.94,0.85,0.0,-0.001,0
1.0,314,2.79,81.05,0.0,0.0,0.0,0.0,0
1.0,315,44.65,32.62,20.32,0.85,0.0,-0.001,0
1.0,316,7.32,34.91,17.93,0.161,0.0,0.0,0
1.0,317,51.65,25.43,17.97,0.85,0.0,0.0,0
1.0,318,58.57,18.32,16.11,0.85,0.0,0.0,0
1.0,319,12.84,40.17,17.8,0.0,1.0,-0.062,0
1.0,320,21.12,46.56,20.27,0.85,0.0,-0.078,0
1.0,321,17.2,65.47,20.3,0.85,0.0,-0.054,0
1.0,322,10.45,73.05,17.87,0.85,0.0,0.002,0
1.0,323,-4.25,88.37,14.5,0.0,0.7,0.0,0
1.5,314,2.79,81.05,0.0,0.0,0.0,0.0,0
1.5,315,42.25,35.15,29.43,0.284,0.0,-0.026,0
1.5,316,8.97,36.5,13.19,0.0,0.7,-0.013,0
1.5,317,49.45,27.7,27.36,0.85,0.0,0.0,0
1.5,318,56.54,20.4,25.48,0.833,0.0,0.0,0
1.5,319,14.31,41.39,9.55,0.0,1.0,-0.05,0
1.5,320,19.65,43.43,29.27,0.356,0.0,-0.139,0
1.5,321,19.24,62.64,29.17,0.0,0.7,-0.053,0
1.5,322,12.64,70.78,27.21,0.664,0.0,0.001,0
1.5,323,-3.06,87.13,11.9,0.098,0.0,0.0,0
2.01,314,2.79,81.05,0.0,0.0,0.0,0.0,0
2.01,315,39.53,38.2,29.04,0.395,0.0,-0.05,0
2.01,316,10.05,37.52,7.48,0.0,1.0,-0.007,0
2.01,317,46.67,30.56,27.68,0.52,0.0,0.0,0
2.01,318,53.82,23.21,27.48,0.027,0.0,0.0,0
2.01,319,14.94,41.89,2.41,0.85,0.0,-0.035,0
2.01,320,17.27,40.13,29.04,0.392,0.0,-0.059,0
2.01,321,21.0,59.5,21.66,0.0,0.7,-0.142,0
2.01,322,15.19,68.13,22.77,0.0,0.7,0.0,0
2.01,323,-1.92,85.94,11.63,0.0,1.0,0.0,0
2.51,314,2.79,81.05,0.0,0.0,0.0,0.0,0
2.51,315,37.02,41.37,29.1,0.36,0.0,-0.043,0
2.51,316,10.43,37.88,0.0,0.0,1.0,-0.005,0
2.51,317,43.95,33.36,27.9,0.365,0.0,0.0,0
2.51,318,51.18,25.92,27.54,0.138,0.0,0.0,0
2.51,319,15.53,42.32,9.87,0.85,0.0,-0.072,0
2.51,320,14.54,37.14,29.1,0.36,0.0,-0.042,0
2.51,321,21.84,57.18,15.16,0.85,0.0,-0.158,0
2.51,322,16.99,66.26,14.76,0.0,0.7,0.001,0
2.51,323,-1.13,85.12,4.56,0.0,1.0,0.0,0
3.01,314,2.79,81.05,0.0,0.0,0.0,0.0,0
3.01,315,34.89,44.81,29.11,0.354,0.0,-0.222,0
3.01,316,10.55,37.99,4.79,0.85,0.0,-0.005,0
3.01,317,41.27,36.13,27.09,0.296,0.0,0.0,0
3.01,318,48.57,28.61,26.6,0.211,0.0,-0.001,0
3.01,319,17.22,43.52,19.71,0.85,0.0,-0.031,0
3.01,320,11.66,34.29,29.1,0.359,0.0,-0.006,0
3.01,321,22.33,55.05,13.48,0.0,0.7,-0.211,0
3.01,322,18.4,64.8,17.75,0.85,0.0,0.0,0
3.01,323,-0.99,84.98,0.0,0.0,1.0,0.001,0
3.51,314,2.79,81.05,0.0,0.0,0.0,0.0,0
3.51,315,33.56,48.6,29.07,0.372,0.0,-0.163,0
3.51,316,11.55,38.94,14.86,0.85,0.0,-0.003,0
3.51,317,38.78,38.7,24.4,0.04,0.0,-0.001,0
3.51,318,46.1,31.15,24.05,0.178,0.0,-0.001,0
3.51,319,20.05,45.21,25.14,0.0,0.7,-0.09,0
3.51,320,8.77,31.47,29.1,0.358,0.0,-0.002,0
3.51,321,22.48,53.4,11.85,0.13,0.0,-0.181,0
3.51,322,20.34,62.8,18.48,0.0,0.7,0.0,0
3.51,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
4.01,314,2.79,81.05,0.0,0.0,0.0,0.0,0
4.01,315,33.17,52.62,29.08,0.373,0.0,-0.168,0
4.01,316,13.45,40.67,18.41,0.0,0.7,-0.084,0
4.01,317,36.72,40.83,18.36,0.85,0.0,0.0,0
4.01,318,43.99,33.32,18.47,0.0,0.191,0.0,0
4.01,319,22.77,46.28,16.92,0.0,0.7,-0.161,0
4.01,320,5.85,28.64,29.1,0.359,0.0,-0.001,0
4.01,321,22.44,51.81,9.47,0.0,1.0,-0.227,0
4.01,322,21.77,61.31,11.77,0.167,0.0,0.001,0
4.01,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
4.51,314,2.79,81.05,0.0,0.0,0.0,0.0,0
4.51,315,33.74,56.61,29.02,0.393,0.0,-0.164,0
4.51,316,15.05,41.97,11.78,0.183,0.0,-0.097,0
4.51,317,35.02,42.58,14.54,0.0,0.7,0.0,0
4.51,318,42.27,35.09,15.89,0.0,0.7,-0.001,0
4.51,319,24.5,46.69,8.74,0.0,1.0,-0.12,0
4.51,320,2.92,25.85,29.09,0.364,0.0,-0.043,0
4.51,321,22.34,51.01,2.35,0.0,1.0,-0.162,0
4.51,322,22.91,60.13,11.82,0.189,0.0,0.0,0
4.51,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
5.01,314,2.79,81.05,0.0,0.0,0.0,0.0,0
5.01,315,35.18,60.39,29.11,0.357,0.0,-0.119,0
5.01,316,16.38,42.93,11.82,0.194,0.0,-0.05,0
5.01,317,33.98,43.66,7.06,0.0,0.7,0.0,0
5.01,318,41.01,36.39,11.84,0.197,0.0,-0.001,0
5.01,319,25.58,46.84,10.52,0.0,1.0,-0.126,0
5.01,320,-0.13,23.17,29.12,0.353,0.0,-0.047,0
5.01,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
5.01,322,24.18,58.82,16.38,0.0,0.7,0.0,0
5.01,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
5.51,314,2.79,81.05,0.0,0.0,0.0,0.0,0
5.51,315,37.29,63.82,29.09,0.364,0.0,-0.121,0
5.51,316,17.74,43.86,11.84,0.164,0.0,-0.097,0
5.51,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
5.51,318,39.87,37.57,11.82,0.174,0.0,-0.001,0
5.51,319,26.69,46.94,4.59,0.0,1.0,-0.139,0
5.51,320,-3.31,20.69,29.11,0.36,0.0,-0.079,0
5.51,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
5.51,322,25.65,57.3,12.24,0.0,0.399,0.0,0
5.51,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
6.01,314,2.79,81.05,0.0,0.0,0.0,0.0,0
6.01,315,39.89,66.93,29.12,0.352,0.0,-0.043,0
6.01,316,19.16,44.69,11.83,0.176,0.0,-0.11,0
6.01,317,33.58,44.07,0.0,0.0,1.0,0.0,0
6.01,318,38.73,38.75,11.82,0.182,0.0,-0.001,0
6.01,319,26.88,46.95,0.0,0.0,1.0,-0.128,0
6.01,320,-6.81,18.69,29.07,0.376,0.0,-0.162,0
6.01,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
6.01,322,26.79,56.12,11.78,0.223,0.0,0.001,0
6.01,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
6.51,314,2.79,81.05,0.0,0.0,0.0,0.0,0
6.51,315,42.67,69.88,29.11,0.358,0.0,-0.009,0
6.51,316,20.55,45.4,8.87,0.0,1.0,-0.205,0
6.51,317,33.58,44.07,0.0,0.0,1.0,-0.0,0
6.51,318,37.71,39.8,7.37,0.0,1.0,0.0,0
6.51,319,26.88,46.95,0.0,0.0,1.0,-0.128,0
6.51,320,-10.71,17.68,29.03,0.388,0.0,-0.229,0
6.51,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
6.51,322,27.94,54.93,11.82,0.176,0.0,0.0,0
6.51,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
7.02,314,2.79,81.05,0.0,0.0,0.0,0.0,0
7.02,315,45.49,72.79,29.1,0.358,0.0,-0.002,0
7.02,316,21.22,45.67,1.84,0.0,1.0,-0.15,0
7.02,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
7.02,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
7.02,319,26.88,46.95,0.0,0.0,1.0,-0.128,0
7.02,320,-14.73,17.86,29.09,0.362,0.0,-0.237,0
7.02,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
7.02,322,29.08,53.75,11.82,0.181,0.0,0.0,0
7.02,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
7.52,314,2.79,81.05,0.0,0.0,0.0,0.0,0
7.52,315,48.32,75.69,29.1,0.359,0.0,-0.001,0
7.52,316,21.23,45.67,0.0,0.0,1.0,-0.148,0
7.52,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
7.52,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
7.52,319,26.95,46.95,3.06,0.85,0.0,-0.125,0
7.52,320,-18.54,19.17,29.07,0.375,0.0,-0.186,0
7.52,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
7.52,322,30.29,52.5,15.01,0.85,0.0,-0.001,0
7.52,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
8.02,314,2.79,81.05,0.0,0.0,0.0,0.0,0
8.02,315,51.15,78.59,29.1,0.359,0.0,-0.0,0
8.02,316,21.23,45.67,0.0,0.0,1.0,-0.148,0
8.02,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
8.02,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
8.02,319,28.05,46.97,10.59,0.0,1.0,-0.142,0
8.02,320,-21.96,21.32,29.06,0.378,0.0,-0.137,0
8.02,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
8.02,322,32.2,50.52,24.48,0.85,0.0,0.0,0
8.02,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
8.52,314,2.79,81.05,0.0,0.0,0.0,0.0,0
8.52,315,53.98,81.49,29.1,0.359,0.0,0.0,0
8.52,316,21.36,45.72,4.25,0.85,0.0,-0.141,0
8.52,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
8.52,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
8.52,319,29.03,46.92,3.53,0.0,1.0,-0.16,0
8.52,320,-25.04,23.96,29.08,0.37,0.0,-0.07,0
8.52,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
8.52,322,34.93,47.69,29.28,0.262,0.0,0.0,0
8.52,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
9.02,314,2.79,81.05,0.0,0.0,0.0,0.0,0
9.02,316,22.52,46.12,10.65,0.0,1.0,-0.157,0
9.02,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
9.02,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
9.02,319,29.14,46.91,0.0,0.0,1.0,-0.152,0
9.02,320,-27.89,26.82,29.1,0.359,0.0,-0.014,0
9.02,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
9.02,322,37.74,44.79,29.15,0.338,0.0,0.0,0
9.02,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
9.52,314,2.79,81.05,0.0,0.0,0.0,0.0,0
9.52,316,23.46,46.38,3.48,0.0,1.0,-0.169,0
9.52,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
9.52,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
9.52,319,29.14,46.91,0.0,0.0,1.0,-0.152,0
9.52,320,-30.69,29.76,29.11,0.357,0.0,-0.003,0
9.52,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
9.52,322,40.56,41.88,29.11,0.356,0.0,0.001,0
9.52,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
10.02,314,2.79,81.05,0.0,0.0,0.0,0.0,0
10.02,316,23.56,46.41,0.0,0.0,1.0,-0.16,0
10.02,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
10.02,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
10.02,319,29.14,46.91,0.0,0.0,1.0,-0.152,0
10.02,320,-33.48,32.7,29.1,0.358,0.0,-0.001,0
10.02,321,22.34,50.98,0.0,0.0,1.0,-0.159,0
10.02,322,43.38,38.97,29.1,0.358,0.0,-0.0,0
10.02,323,-0.99,84.98,0.0,0.0,1.0,0.0,0
10.52,314,2.79,81.05,0.0,0.0,0.0,0.0,0
10.52,316,23.56,46.41,0.0,0.0,1.0,-0.16,0
10.52,317,33.58,44.07,0.0,0.0,1.0,-0.001,0
10.52,318,37.35,40.17,0.0,0.0,1.0,-0.001,0
