timestamp,v_id,x,y,speed_kmh,throttle,brake,steer,collision
0.5,187,-74.84,-15.01,0.02,0.0,0.0,0.0,0
0.5,188,-48.96,-35.04,9.24,0.85,0.0,0.0,0
0.5,189,-50.86,-0.94,0.02,0.0,1.0,-0.457,0
0.5,190,2.99,-12.54,0.02,0.85,0.0,-0.209,0
0.5,191,-34.25,6.9,9.24,0.85,0.0,0.0,0
0.5,192,-52.06,-28.44,9.24,0.85,0.0,-0.027,0
0.5,193,-48.36,-1.66,9.24,0.85,0.0,-0.022,0
0.5,194,-70.34,-9.98,0.02,0.85,0.0,-0.145,0
0.5,195,-101.2,-28.17,9.0,0.85,0.0,0.026,0
0.5,196,-67.53,-12.25,8.97,0.85,0.0,-0.138,0
0.5,197,-95.24,-24.78,0.02,0.85,0.0,0.001,0
1.0,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
1.0,188,-49.83,-33.2,18.66,0.85,0.0,0.0,0
1.0,189,-50.86,-0.94,0.0,0.0,1.0,-0.457,0
1.0,190,2.99,-12.54,0.0,0.85,0.0,-0.209,0
1.0,191,-32.28,7.89,21.52,0.85,0.0,-0.0,0
1.0,192,-52.96,-26.43,21.52,0.85,0.0,-0.009,0
1.0,193,-46.63,-0.29,21.41,0.85,0.0,-0.098,0
1.0,194,-70.34,-9.98,0.0,0.85,0.0,-0.145,0
1.0,195,-99.64,-27.29,11.64,0.0,1.0,-0.005,0
1.0,196,-65.38,-12.3,21.14,0.0,0.7,-0.137,0
1.0,197,-95.24,-24.78,0.0,0.85,0.0,0.0,0
1.51,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
1.51,188,-51.22,-30.26,27.81,0.85,0.0,0.04,0
1.51,189,-50.86,-0.94,0.0,0.85,0.0,-0.457,0
1.51,190,2.99,-12.54,0.0,0.85,0.0,-0.209,0
1.51,191,-28.99,9.52,30.0,0.008,0.0,-0.002,0
1.51,192,-54.32,-23.02,29.99,0.014,0.0,-0.055,0
1.51,193,-43.65,1.73,28.26,0.728,0.0,-0.018,0
1.51,194,-70.34,-9.98,0.0,0.85,0.0,-0.145,0
1.51,195,-98.7,-26.77,4.08,0.0,1.0,-0.003,0
1.51,196,-62.58,-12.77,17.05,0.0,0.7,-0.208,0
1.51,197,-95.24,-24.78,0.0,0.85,0.0,0.0,0
2.01,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
2.01,188,-53.02,-26.74,26.82,0.477,0.0,0.006,0
2.01,189,-50.86,-0.94,0.0,0.85,0.0,-0.457,0
2.01,190,2.99,-12.54,0.0,0.85,0.0,-0.209,0
2.01,191,-25.34,11.32,29.21,0.317,0.0,-0.003,0
2.01,192,-55.41,-19.11,29.13,0.351,0.0,-0.15,0
2.01,193,-40.24,3.75,28.42,0.672,0.0,-0.026,0
2.01,194,-70.34,-9.98,0.0,0.85,0.0,-0.145,0
2.01,195,-98.55,-26.69,0.0,0.0,1.0,-0.003,0
2.01,196,-60.85,-13.36,9.18,0.0,1.0,-0.16,0
2.01,197,-95.24,-24.78,0.0,0.85,0.0,0.0,0
2.51,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
2.51,188,-54.82,-23.55,25.63,0.85,0.0,0.076,0
2.51,189,-50.76,-0.9,2.28,0.85,0.0,-0.374,0
2.51,190,2.93,-12.32,4.7,0.85,0.0,-0.097,0
2.51,191,-21.7,13.1,29.12,0.354,0.0,-0.001,0
2.51,192,-55.83,-15.1,28.48,0.0,0.7,-0.139,0
2.51,193,-36.65,5.64,28.99,0.405,0.0,-0.007,0
2.51,194,-70.11,-9.91,4.69,0.85,0.0,-0.067,0
2.51,195,-98.55,-26.69,0.0,0.0,1.0,-0.003,0
2.51,196,-60.15,-13.67,2.06,0.0,1.0,-0.176,0
2.51,197,-95.04,-24.67,4.68,0.85,0.0,0.0,0
3.01,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
3.01,188,-57.1,-20.33,29.24,0.282,0.0,0.166,0
3.01,189,-50.32,-0.71,4.53,0.85,0.0,-0.182,0
3.01,190,2.59,-11.27,10.83,0.85,0.0,-0.006,0
3.01,191,-18.05,14.88,29.1,0.358,0.0,0.0,0
3.01,192,-55.56,-11.72,19.98,0.0,0.7,-0.207,0
3.01,193,-33.03,7.49,29.09,0.362,0.0,-0.003,0
3.01,194,-69.07,-9.55,10.83,0.85,0.0,-0.004,0
3.01,195,-98.55,-26.69,0.0,0.0,1.0,-0.003,0
3.01,196,-60.12,-13.69,0.0,0.0,1.0,-0.173,0
3.01,197,-94.07,-24.16,10.82,0.85,0.0,0.0,0
3.51,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
3.51,188,-60.11,-17.67,29.1,0.356,0.0,0.248,0
3.51,189,-49.58,-0.41,6.99,0.85,0.0,0.006,0
3.51,190,2.09,-9.76,11.79,0.85,0.0,-0.001,0
3.51,191,-14.41,16.66,29.1,0.359,0.0,-0.001,0
3.51,192,-54.96,-9.58,12.39,0.0,0.554,-0.219,0
3.51,193,-29.41,9.29,29.11,0.358,0.0,-0.015,0
3.51,194,-67.57,-9.02,11.79,0.85,0.0,-0.001,0
3.51,195,-98.39,-26.6,5.04,0.85,0.0,-0.003,0
3.51,196,-59.85,-13.82,6.45,0.85,0.0,-0.154,0
3.51,197,-92.67,-23.41,11.79,0.85,0.0,0.0,0
4.02,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
4.02,188,-63.79,-16.08,29.01,0.393,0.0,0.318,0
4.02,189,-48.57,0.04,8.23,0.85,0.0,0.001,0
4.02,190,1.53,-8.21,11.63,0.85,0.0,0.03,0
4.02,191,-10.76,18.41,29.1,0.359,0.0,-0.002,0
4.02,192,-54.29,-8.08,11.79,0.209,0.0,-0.17,0
4.02,193,-25.74,11.02,29.09,0.363,0.0,-0.046,0
4.02,194,-66.02,-8.47,11.64,0.85,0.0,-0.001,0
4.02,195,-97.19,-25.94,12.64,0.0,0.7,-0.002,0
4.02,196,-58.46,-14.59,16.27,0.85,0.0,-0.226,0
4.02,197,-91.22,-22.63,11.64,0.85,0.0,0.0,0
4.52,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
4.52,188,-67.8,-15.85,29.03,0.387,0.0,0.217,0
4.52,189,-47.5,0.53,9.51,0.85,0.0,0.008,0
4.52,190,0.89,-6.66,12.86,0.85,0.0,0.002,0
4.52,191,-7.1,20.15,29.1,0.358,0.0,-0.003,0
4.52,192,-53.48,-6.66,11.83,0.163,0.0,-0.154,0
4.52,193,-21.96,12.44,29.11,0.354,0.0,-0.171,0
4.52,194,-64.47,-7.83,12.86,0.85,0.0,0.009,0
4.52,195,-95.73,-25.12,12.63,0.218,0.0,-0.001,0
4.52,196,-56.14,-16.34,25.56,0.85,0.0,-0.121,0
4.52,197,-89.74,-21.84,12.86,0.85,0.0,-0.001,0
5.02,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
5.02,188,-71.74,-16.72,29.07,0.373,0.0,0.125,0
5.02,189,-46.12,1.17,12.16,0.85,0.0,0.001,0
5.02,190,0.17,-4.94,13.81,0.85,0.0,0.0,0
5.02,191,-3.43,21.86,29.1,0.358,0.0,-0.004,0
5.02,192,-52.58,-5.29,11.82,0.183,0.0,-0.08,0
5.02,193,-18.0,13.23,29.08,0.37,0.0,-0.138,0
5.02,194,-62.77,-7.08,13.81,0.85,0.0,0.001,0
5.02,195,-94.13,-24.25,13.53,0.245,0.0,-0.004,0
5.02,196,-53.42,-19.24,28.98,0.391,0.0,-0.162,0
5.02,197,-88.09,-20.96,13.81,0.85,0.0,0.0,0
5.52,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
5.52,188,-75.47,-18.27,29.12,0.353,0.0,0.058,0
5.52,189,-44.49,1.93,13.5,0.85,0.0,-0.0,0
5.52,190,-0.59,-3.14,14.24,0.85,0.0,0.001,0
5.52,191,0.24,23.55,29.1,0.359,0.0,-0.005,0
5.52,192,-51.57,-3.99,11.79,0.206,0.0,-0.185,0
5.52,193,-13.97,13.19,29.07,0.375,0.0,-0.166,0
5.52,194,-61.01,-6.3,11.44,0.258,0.0,0.023,0
5.52,195,-92.44,-23.33,13.97,0.225,0.0,-0.002,0
5.52,196,-51.28,-22.66,29.14,0.343,0.0,-0.054,0
5.52,197,-86.37,-20.04,14.24,0.85,0.0,0.0,0
6.02,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
6.02,188,-79.08,-20.12,29.1,0.358,0.0,0.01,0
6.02,189,-42.78,2.74,13.64,0.85,0.0,0.006,0
6.02,190,-1.36,-1.33,13.78,0.85,0.0,0.0,0
6.02,191,3.93,25.23,29.1,0.359,0.0,-0.001,0
6.02,192,-50.42,-2.77,12.71,0.028,0.0,-0.216,0
6.02,193,-10.27,12.29,24.25,0.85,0.0,-0.185,0
6.02,194,-59.74,-5.71,9.83,0.85,0.0,0.001,0
6.02,195,-90.73,-22.41,13.75,0.187,0.0,-0.004,0
6.02,196,-49.39,-26.25,29.11,0.358,0.0,-0.024,0
6.02,197,-84.63,-19.11,13.97,0.85,0.0,0.0,0
6.52,187,-74.84,-15.01,0.0,0.0,0.0,0.0,0
6.52,188,-82.65,-22.01,29.1,0.359,0.0,0.002,0
6.52,189,-41.07,3.57,14.23,0.85,0.0,0.0,0
