timestamp,v_id,x,y,speed_kmh,throttle,brake,steer,collision
0.5,227,12.45,63.71,0.01,0.0,0.0,0.0,0
0.5,228,94.19,37.9,5.25,0.85,0.0,0.001,0
0.5,229,37.13,53.45,16.07,0.85,0.0,0.022,0
0.5,230,47.27,51.06,16.04,0.85,0.0,-0.109,0
0.5,231,68.27,43.53,16.07,0.85,0.0,-0.0,0
0.5,232,75.59,41.94,15.68,0.198,0.0,0.0,0
0.5,233,84.78,39.95,14.3,0.85,0.0,0.0,0
0.5,234,32.14,34.36,16.0,0.85,0.0,0.15,0
0.5,235,30.01,26.66,14.24,0.85,0.0,0.0,0
0.5,236,20.44,59.63,0.01,0.85,0.0,-0.044,0
0.5,237,-4.96,73.13,16.07,0.85,0.0,-0.003,0
1.0,227,12.45,63.71,0.0,0.0,0.0,0.0,0
1.0,228,93.2,38.12,9.5,0.85,0.0,-0.0,0
1.0,229,37.71,56.3,25.61,0.85,0.0,0.006,0
1.0,230,45.49,53.18,20.65,0.0,0.7,-0.115,0
1.0,231,65.43,44.14,25.61,0.85,0.0,0.0,0
1.0,232,73.02,42.5,23.14,0.85,0.0,0.0,0
1.0,233,82.39,40.46,21.19,0.85,0.0,0.0,0
1.0,234,32.51,37.23,25.53,0.85,0.0,0.172,0
1.0,235,30.71,29.15,23.23,0.85,0.0,0.027,0
1.0,236,20.44,59.63,0.0,0.85,0.0,-0.044,0
1.0,237,-2.4,71.74,25.61,0.85,0.0,-0.008,0
1.5,227,12.45,63.71,0.0,0.0,0.0,0.0,0
1.5,228,91.62,38.46,13.61,0.85,0.0,-0.0,0
1.5,229,38.48,60.22,28.99,0.379,0.0,0.012,0
1.5,230,44.02,55.37,20.59,0.287,0.0,-0.108,0
1.5,231,61.52,44.99,28.99,0.379,0.0,-0.059,0
1.5,232,69.3,43.3,29.34,0.0,0.17,-0.0,0
1.5,233,78.89,41.22,29.48,0.025,0.0,-0.0,0
1.5,234,32.46,41.2,28.95,0.389,0.0,0.216,0
1.5,235,31.64,32.74,27.37,0.0,0.32,0.005,0
1.5,236,20.44,59.63,0.0,0.85,0.0,-0.044,0
1.5,237,0.84,69.96,23.66,0.0,0.7,-0.002,0
2.0,227,12.45,63.71,0.0,0.0,0.0,0.0,0
2.0,228,89.51,38.92,17.24,0.85,0.0,0.0,0
2.0,229,39.18,64.2,29.1,0.358,0.0,0.052,0
2.0,230,42.72,58.01,20.34,0.0,1.0,-0.144,0
2.0,231,57.59,45.95,29.12,0.348,0.0,-0.009,0
2.0,232,65.46,44.13,28.52,0.249,0.0,-0.0,0
2.0,233,75.12,42.04,27.17,0.632,0.0,-0.001,0
2.0,234,31.37,45.07,29.07,0.373,0.0,0.204,0
2.0,235,32.36,36.12,23.48,0.069,0.0,0.136,0
2.0,236,20.44,59.63,0.32,0.85,0.0,-0.044,0
2.0,237,3.21,68.66,15.51,0.0,0.7,0.001,0
2.51,227,12.45,63.71,0.0,0.0,0.0,0.0,0
2.51,228,86.94,39.47,20.44,0.85,0.0,0.0,0
2.51,229,39.71,68.23,29.1,0.359,0.0,0.091,0
2.51,230,41.88,60.54,21.76,0.85,0.0,-0.15,0
2.51,231,53.96,47.03,23.38,0.0,0.7,-0.084,0
2.51,232,61.73,44.94,24.49,0.0,0.7,0.0,0
2.51,233,71.4,42.84,25.32,0.0,0.385,0.0,0
2.51,234,29.27,48.52,29.05,0.374,0.0,0.202,0
2.51,235,32.56,39.22,21.7,0.159,0.0,0.153,0
2.51,236,21.39,59.08,10.43,0.85,0.0,-0.006,0
2.51,237,4.77,67.81,11.9,0.115,0.0,-0.0,0
3.01,227,12.45,63.71,0.0,0.0,0.0,0.0,0
3.01,228,83.97,40.12,23.26,0.85,0.0,0.0,0
3.01,229,40.0,72.26,29.1,0.358,0.0,0.017,0
3.01,230,41.13,64.04,27.61,0.248,0.0,-0.088,0
3.01,231,51.54,48.13,15.41,0.85,0.0,-0.169,0
3.01,232,58.98,45.49,16.2,0.0,0.7,0.011,0
3.01,233,68.51,43.47,17.26,0.0,0.7,0.0,0
3.01,234,26.47,51.42,29.11,0.36,0.0,0.12,0
3.01,235,32.25,42.1,20.63,0.271,0.0,0.221,0
3.01,236,22.71,58.27,11.57,0.85,0.0,-0.005,0
3.01,237,6.21,67.02,11.81,0.184,0.0,0.021,0
3.51,227,12.45,63.71,0.0,0.0,0.0,0.0,0
3.51,228,80.72,40.82,22.45,0.0,0.7,-0.001,0
3.51,229,40.09,76.31,29.11,0.354,0.0,0.02,0
3.51,230,40.67,67.87,28.21,0.318,0.0,-0.038,0
3.51,231,49.53,49.4,21.07,0.85,0.0,-0.118,0
3.51,232,56.95,45.88,17.03,0.85,0.0,0.004,0
3.51,233,66.53,43.9,14.65,0.85,0.0,0.0,0
3.51,234,23.22,53.83,29.09,0.364,0.0,0.091,0
3.51,235,31.35,44.91,22.1,0.445,0.0,0.198,0
3.51,236,24.09,57.38,12.03,0.85,0.0,-0.036,0
3.51,237,7.35,66.41,5.71,0.0,1.0,0.012,0
4.01,227,12.45,63.71,0.0,0.0,0.0,0.0,0
4.01,228,78.2,41.37,16.36,0.85,0.0,0.001,0
4.01,229,40.01,80.35,29.11,0.355,0.0,0.026,0
4.01,230,40.46,71.78,28.26,0.351,0.0,-0.015,0
4.01,231,46.82,51.7,29.69,0.156,0.0,-0.16,0
4.01,232,54.01,46.29,25.54,0.85,0.0,0.047,0
4.01,233,63.92,44.46,23.79,0.754,0.0,0.0,0
4.01,234,19.75,55.91,29.11,0.356,0.0,0.035,0
4.01,235,29.78,47.71,23.97,0.492,0.0,0.16,0
4.01,236,25.44,56.43,11.69,0.85,0.0,-0.002,0
4.01,237,7.62,66.27,0.0,0.0,1.0,0.01,0
4.51,227,12.45,63.71,0.0,0.0,0.0,0.0,0
4.51,228,75.78,41.89,19.12,0.85,0.0,0.0,0
4.51,230,40.31,75.72,28.88,0.474,0.0,0.001,0
4.51,231,44.29,54.87,29.04,0.387,0.0,-0.158,0
4.51,232,50.03,46.46,29.01,0.378,0.0,0.105,0
4.51,233,60.22,45.27,28.4,0.0,0.183,-0.005,0
4.51,234,16.18,57.82,29.1,0.358,0.0,0.011,0
4.51,235,27.54,50.39,26.31,0.446,0.0,0.142,0
4.51,236,26.83,55.37,13.29,0.85,0.0,-0.008,0
4.51,237,7.62,66.27,0.0,0.0,1.0,0.01,0
